Plant name (English),Parent,Country,Region - analysis,Coordinates,Status,Start of operation,Estimated BF-BOF capacity (kt steel/y),Estimated EAF capacity (kt steel/y),Estimated DRI capacity (kt sponge iron/y),Abundant RES?,CCS available?,Cheap natural gas?,Industrial cluster?,Plant Technology in 2020,Source,Excel Tab
Pakistan Steel Mills,Government of Pakistan,Pakistan,RoW,"24.809977, 67.352440",operating,1981,1100,0,0,1,0,0,1,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
ArcelorMittal Dąbrowa Górnicza steel plant,ArcelorMittal,Poland,EU-27+UK,"50.342417, 19.285037",operating,,6000,0,0,0,0,0,0,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
CMC Zawiercie steel plant,Commercial Metals Company,Poland,EU-27+UK,"50.487463, 19.456759",operating,,0,1200,0,0,0,0,1,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Industries Qatar Steel plant,Industries Qatar,Qatar,RoW,"24.952688, 51.584777",operating,1974,0,>0,1900,1,1,1,0,DRI-EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
GFG Liberty Galati steel plant,GFG Alliance,Romania,EU-27+UK,"45.434119, 27.976244",operating,1968,3000,0,0,0,0,0,0,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Hesteel Smederevo steel plant,"Hesteel Group Co., Ltd. (HBIS)",Serbia,RoW,"44.606332, 20.970066",operating,1964,2200,0,0,0,1,0,0,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Abinsk Electric Steel Works,Novorosmetall Ltd.,Russia,RoW,"44.881938, 38.127510",operating,2014,0,1500,0,0,1,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Amurstal,Metalloinvest,Russia,RoW,"50.563131, 136.976362",operating,1942,0,2000,0,0,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Iron Ozone 32,ChelPipe Group,Russia,RoW,"56.902050, 59.992198",operating,2004,0,1000,0,1,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Mechel Chelyabinsk Metallurgical Plant,"Mechel Group (Igor V. Zyuzin 50.2%, Other 49.8%)",Russia,RoW,"55.270730, 61.436492",operating,1943,3500,3500,0,1,0,1,0,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
IMH Tulachermet Ironworks,Industrial Metallurgical HAvg BF-BOF,Russia,RoW,"54.156726, 37.725551",operating,1931,1532,0,0,1,0,1,0,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Magnitogorsk Iron & Steel Works,MMK Group (Mintha HAvg BF-BOF,Russia,RoW,"53.427593, 59.054122",operating,1932,7022.47191,7022.47191,0,0,0,1,0,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
NLMK Lipetsk,NLMK (Fletcher Group HAvg BF-BOF,Russia,RoW,"52.557372, 39.629574",operating,1934,10000,0,0,0,0,1,0,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
NLMK Kaluga,NLMK (Fletcher Group HAvg BF-BOF,Russia,RoW,"55.233675, 36.679192",operating,2013,0,1500,0,1,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
NLMK Ural,NLMK (Fletcher Group HAvg BF-BOF,Russia,RoW,"56.849666, 59.908414",operating,2005,0,2200,0,1,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Evraz NTMK,"Evraz (Roman Abramovich 28.77%, Alexander Abramov 19.41%, Alexander Frolov 9.69%, Gennady Kozovoy 5.77%, Other 33.56%)",Russia,RoW,"57.922851, 60.033543",operating,,4500,0,0,1,0,1,0,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Metalloinvest OEMK,Metalloinvest,Russia,RoW,"51.142738, 37.940532",operating,1984,1250,1250,3000,1,0,1,0,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
TMK Seversky Pipe Plant,TMK (TMK Steel HAvg BF-BOF,Russia,RoW,"56.478428, 60.249411",operating,1739,0,1000,0,1,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
TMK Taganrog Metallurgical Plant,TMK (TMK Steel HAvg BF-BOF,Russia,RoW,"47.241557, 38.928584",operating,1896,0,1000,0,1,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Balakovo Steel Factory,Novorosmetall Ltd.,Russia,RoW,"51.936009, 47.815910",operating,,0,1200,0,1,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Severstal Cherepovets,"Severstal (Alexey Mordashov 77.03%, Treasury shares 1.47%, Other 21.50%)",Russia,RoW,"59.143998, 37.862950",operating,1955,5800,5800,0,1,0,1,0,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Metalloinvest Ural Steel,Metalloinvest,Russia,RoW,"51.214781, 58.353913",operating,1955,0,4600,0,0,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
OMK Vyksa Steel Works,OMK Steel,Russia,RoW,"55.323946, 42.150702",operating,1757,0,>0,0,1,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Novosibirsk Kuzmin Metallurgical Plant,PJSC Novosibirsk Metallurgical Plant Kuzmin,Russia,RoW,"55.004695, 82.853072",operating,1942,0,unknown,0,0,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
VMK Red October,LLC Krasny Oktyabr Group of Companies,Russia,RoW,"48.754025, 44.561004",operating,1898,1000,1000,0,0,0,1,0,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Zlatoust Metallurgical Plant,OJSC Zlatoust Metallurgical Plant,Russia,RoW,"55.197524, 59.650247",operating,1900,0,1200,0,0,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Zavolzhsky Motor Plant,Sollers Group,Russia,RoW,"56.642428, 43.423397",operating,1958,0,unknown,0,1,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Evraz ZSMK,"Evraz (Roman Abramovich 28.77%, Alexander Abramov 19.41%, Alexander Frolov 9.69%, Gennady Kozovoy 5.77%, Other 33.56%)",Russia,RoW,"53.886180, 87.257618",operating,,5800,5800,0,0,0,1,0,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
SABIC Hadeed steel plant,"Saudi Basic Industries Corporation (SABIC) (Government of Saudi Arabia 70%, others 30%)",Saudi Arabia,RoW,"27.018411, 49.576356",operating,1979,0,6000,5300,1,1,1,0,DRI-EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Solb Steel plant,"Saudi Pan Kingdom Ltd. 50%, Qatar Steel 31.03%, JEC 10%, Dubai Investment 4%, other 4.97% (estimated percentages)",Saudi Arabia,RoW,"17.298475, 42.352338",operating,2009,0,1200,0,1,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Al Ittefaq Steel plant,Al Ittefaq Steel Co.,Saudi Arabia,RoW,"26.277917, 49.949177",operating,1989,0,4500,1000,1,1,1,0,DRI-EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
SSAB Oxelösund steel plant,SSAB,Sweden,EU-27+UK,"58.670789, 17.127786",operating,1913,2300,0,0,0,0,0,0,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
SSAB Luleå steel plant,SSAB,Sweden,EU-27+UK,"65.559719, 22.219699",operating,1941,1500,0,0,0,0,0,0,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Nippon Ovako Smedjebacken steel plant,Nippon Steel Corporation,Sweden,EU-27+UK,"60.135520, 15.414372",operating,1968,0,1010,0,0,0,0,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Tata Steel Natsteel plant,Tata Steel,Singapore,RoW,"1.30674117443, 103.700300278",operating,1961,0,2000,0,0,0,0,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
U. S. Steel Košice steel plant,United States Steel Corporation,Slovakia,EU-27+UK,"48.612001, 21.191401",operating,1965,4500,0,0,0,1,0,0,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
G Steel plant,"G Steel Group 100% (Asia Credit Opportunities I (Mauritius) Ltd. 49.99%, M-Power TT Ltd. 15.80%, Superior Overseas (Thailand) Co., Ltd. 7 %, New World Intermetal Co., Ltd. 1.96%, D-Sinchai Co., Ltd. 1.96%, others 23.29%)",Thailand,RoW,"12.793786, 101.244592",operating,1999,0,1800,0,0,1,0,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
GJS steel plant,"G Steel Group 100% (Asia Credit Opportunities I (Mauritius) Ltd. 40.45%, G Steel Public Company Ltd. 8.33%, Nomura Singapore Limited-Customer Segregated Account 7.80%, Mrs Jarunee Chinwongworakul 7.38%, China Tonghai Securities Ltd. 5.01% The Hongkong and Shanghai Banking Corporation Ltd., Singapore Branch 1.78%, Superior Overseas (Thailand) Co., Ltd. 1.62%, Thai NVDR Co., Ltd., 1.52%, Mr. Somchai Padphai 1.48%, Bank of Singapore Ltd. 1.27%, others 23.36%)",Thailand,RoW,"13.054668, 101.078842",operating,1997,0,1500,0,0,1,0,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Colakoglu Metallurgical plant,Colakoglu Metalurji S.A.,Turkey,RoW,"40.768409, 29.529979",operating,1969,0,3200,0,0,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Diler iron and steel plant,Diler HAvg BF-BOF,Turkey,RoW,"40.783161, 29.533568",operating,1984,0,1300,0,0,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Ege Steel plant,Ege Çelik Endustri Sanayi ve Ticaret AS,Turkey,RoW,"38.728005, 26.940095",operating,2001,0,2000,0,1,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Ekinciler Iron and Steel plant,Ekinciler HAvg BF-BOF,Turkey,RoW,"36.690115, 36.205739",operating,1983,0,1250,0,0,0,1,1,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Erdemir steel plant,Ataer HAvg BF-BOF,Turkey,RoW,"41.261469, 31.420106",operating,1965,4000,0,0,0,0,1,0,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Habas steel plant,Habas Group,Turkey,RoW,"38.751462, 26.950172",operating,1987,0,4500,0,1,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
İÇDAŞ Biga steel plant,Icdas,Turkey,RoW,"40.441491, 27.137563",operating,1970,0,2500,0,0,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
İDÇ Izdemir steel plant,İzmir Demir Çelik Sanayi S.A.,Turkey,RoW,"38.739596, 26.929091",operating,1987,0,1320,0,0,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Isdemir steel plant,Ataer HAvg BF-BOF,Turkey,RoW,"36.735672, 36.204581",operating,1977,5800,0,0,0,0,1,1,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Kaptan steel plant,Kaptan Group,Turkey,RoW,"41.015222, 27.959978",operating,2002,0,1400,0,1,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Kardemir steel plant,Kardemir S.A.,Turkey,RoW,"41.180307, 32.634343",operating,1939,3500,0,0,0,0,1,0,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Koc Metallurgical plant,Koc Metallurji S.A.,Turkey,RoW,"37.014880, 36.104416",operating,2013,0,1200,0,1,0,1,1,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Kroman Steel plant,Yucel Group,Turkey,RoW,"40.801101, 29.374115",operating,1969,0,2000,0,0,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
MMK Turkey Metallurgical plant,MMK Group (Mintha HAvg BF-BOF,Turkey,RoW,"40.832741, 29.558674",operating,2011,0,2500,0,0,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Mescier Iron and Steel Bartin plant,Mescier Sirketler Group,Turkey,RoW,"41.565932, 32.427758",operating,2009,0,1000,0,0,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Ozkan Iron and Steel plant,Ozkan Iron and Steel S.A.,Turkey,RoW,"38.737005, 26.950824",operating,2010,0,1200,0,1,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Siddik Kardesler steel plant,Sıddık Kardeşler Haddecilik Sanayi Ticaret Ltd.,Turkey,RoW,"40.800833, 29.512008",operating,2017,0,>0,0,0,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Toscelik Osmaniye steel plant,Tosyali HAvg BF-BOF,Turkey,RoW,"37.016956, 36.109110",operating,2009,0,2500,0,1,0,1,1,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Toscelik Iskenderun steel plant,Tosyali HAvg BF-BOF,Turkey,RoW,"36.687943, 36.214871",operating,1997,0,2500,0,0,0,1,1,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Yacizi Iron and Steel plant,Diler HAvg BF-BOF,Turkey,RoW,"36.685932, 36.206275",operating,1994,0,1000,0,0,0,1,1,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Yesilyurt Iron and Steel plant,Yesilyurt Demir Celik S.A.,Turkey,RoW,"41.241199, 36.442055",operating,1997,0,1300,0,0,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Bastug Metallurgical plant,Bastug Metalurji Sanayi S.A.,Turkey,RoW,"37.016498, 36.095126",operating,2010,0,2000,0,1,0,1,1,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
China Steel Structure plant,"China Steel Corporation (CSC, Sinosteel)",Taiwan,RoW,"22.780620, 120.357461",operating,1979,9900,0,0,0,0,0,1,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
China Steel Dragon Steel plant,"China Steel Corporation (CSC, Sinosteel)",Taiwan,RoW,"24.226897, 120.493911",operating,1993,5000,1080,0,1,0,0,1,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Feng Hsin Steel plant,"Feng Hsin Steel Co., Ltd.",Taiwan,RoW,"24.312870, 120.712774",operating,1971,0,1200,0,0,0,0,1,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Yieh United Steel plant,Yieh Corp Ltd,Taiwan,RoW,"22.830857, 120.300604",operating,1988,1000,0,0,0,0,0,1,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Alchevsk Iron & Steel plant,*Industrial Union of Donbas,Ukraine,RoW,"48.478111, 38.770787",operating,,5472,0,0,1,0,1,1,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
ArcelorMittal Kryvyi Rih steel plant,ArcelorMittal,Ukraine,RoW,"47.874411, 33.392993",operating,1934,6500,1500,0,0,0,1,0,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Azovstal Iron & Steel Works,"Metinvest B.V. (SCM 71.24%, SMART 23.76%)",Ukraine,RoW,"47.100396, 37.595944",operating,1933,6600,0,0,0,0,1,1,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Dniprovskiy Metallurgical Plant,The Industrial Union of Donbas,Ukraine,RoW,"48.528019, 34.640915",operating,1887,3850,0,0,0,1,1,1,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Donetsksteel Metallurgical Plant,"*Donetsksteel Group (Metinvest, Altana Ltd, Misandyco HAvg BF-BOF",Ukraine,RoW,"48.276661, 37.169912",operating,1996,0,1500,0,1,1,1,1,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
DCH Dnipro Metallurgical Plant,DCH Group,Ukraine,RoW,"48.480790, 34.978097",operating,,1230,0,0,0,1,1,1,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Yenakiieve Iron & Steel Works,"*Metinvest B.V. (SCM 71.24%, SMART 23.76%)",Ukraine,RoW,"48.220502, 38.228626",operating,1895,1650,1650,0,0,0,1,1,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Makiivka Branch Yenakiieve Iron & Steel Works,"*Metinvest B.V. (SCM 71.24%, SMART 23.76%)",Ukraine,RoW,"48.058542, 37.953262",operating,,0,unknown,0,0,0,1,1,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Ilyich Iron & Steel Works,"Metinvest B.V. (SCM 71.24%, SMART 23.76%)",Ukraine,RoW,"47.142529, 37.586423",operating,1897,3600,2400,0,0,0,1,1,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Interpipe Nyzhnyodniprovskyi Tube Rolling Plant,Interpipe HAvg BF-BOF,Ukraine,RoW,"48.492146, 35.092673",operating,2012,0,1320,0,0,1,1,1,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Zaporizhstal steel plant,"Metinvest B.V. (SCM 71.24%, SMART 23.76%)",Ukraine,RoW,"47.868380, 35.161773",operating,1933,4100,0,0,0,0,1,0,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Cleveland-Cliffs Dearborn steel plant,"Cleveland-Cliffs Inc. 68%, AK Steel 32%",United States,USA,"42.308171, -83.161353",operating,,2600,0,0,0,0,1,1,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Cleveland-Cliffs Middletown steel plant,"Cleveland-Cliffs Inc. 68%, AK Steel 32%",United States,USA,"39.488589, -84.386197",operating,,2600,0,0,0,1,1,0,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Cleveland-Cliffs Riverdale steel plant,Cleveland-Cliffs Inc.,United States,USA,"41.657321, -87.625702",operating,1910,1000,0,0,0,0,1,1,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Cleveland-Cliffs Burns Harbor steel plant,Cleveland-Cliffs Inc.,United States,USA,"41.631221, -87.143846",operating,1964,5000,0,0,1,0,1,1,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Cleveland-Cliffs Steelton steel plant,Cleveland-Cliffs Inc.,United States,USA,"40.230720, -76.838506",operating,1867,0,1000,0,0,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Cleveland-Cliffs Indiana Harbor steel plant,Cleveland-Cliffs Inc.,United States,USA,"41.669553, -87.438429",operating,,8146,454,0,1,0,1,1,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Cleveland-Cliffs Cleveland steel plant,Cleveland-Cliffs Inc.,United States,USA,"41.464041, -81.676499",operating,1913,3400,0,0,0,0,1,0,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
U.S. Steel Big River Steel plant,"United States Steel Corporation 49.9%, other 50.1%",United States,USA,"35.644264, -89.941659",operating,2014,0,3300,0,1,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Evraz Rocky Mountain Steel Mills,"Evraz (Roman Abramovich 28.77%, Alexander Abramov 19.41%, Alexander Frolov 9.69%, Gennady Kozovoy 5.77%, Other 33.56%)",United States,USA,"38.225770, -104.607895",operating,1881,0,1100,0,1,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Gerdau Midlothian Steel Mill,Gerdau S.A.,United States,USA,"32.457544, -97.034246",operating,,0,1753,0,1,1,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Gerdau Petersburg Steel Mill,Gerdau S.A.,United States,USA,"37.181168, -77.449517",operating,,0,1000,0,1,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
SSAB Americas Alabama steel plant,SSAB,United States,USA,"30.941783, -88.012437",operating,2001,0,1270,0,1,1,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
SSAB Americas Iowa steel plant,SSAB,United States,USA,"41.482009, -90.820921",operating,,0,1134,0,1,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
JSW Steel USA Ohio plant,JSW Group,United States,USA,"40.314891, -80.605553",operating,2018,0,1500,0,0,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Acerinox North American Stainless steel plant,Acerinox Group,United States,USA,"38.725418, -85.076015",operating,1990,0,1600,0,0,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
North Star BlueScope Steel plant,BlueScope Steel Ltd,United States,USA,"41.568783, -84.048129",operating,1997,0,1905,0,1,1,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Nucor Steel Berkeley plant,Nucor Corporation,United States,USA,"33.004319, -79.880955",operating,1996,0,2956,0,1,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Nucor Steel Crawfordsville plant,Nucor Corporation,United States,USA,"39.976379, -86.830727",operating,1989,0,2304,0,1,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Nucor Steel Hertford plant,Nucor Corporation,United States,USA,"36.353006, -76.811471",operating,2000,0,1542,0,1,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Nucor-Yamato Steel Hickman plant,Nucor Corporation,United States,USA,"35.901162, -89.776190",operating,1988,0,2500,0,1,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Nucor Steel Norfolk plant,Nucor Corporation,United States,USA,"42.078908, -97.360854",operating,1979,0,1134,0,1,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Nucor Steel Decatur plant,Nucor Corporation,United States,USA,"34.639630, -87.085738",operating,1997,0,2268,0,1,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Nucor Steel Gallatin plant,Nucor Corporation,United States,USA,"38.759878, -84.996204",operating,1995,0,1452,0,0,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Nucor Steel Blytheville plant,Nucor Corporation,United States,USA,"35.941421, -89.713819",operating,1992,0,2632,0,1,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Nucor Steel Tuscaloosa plant,Nucor Corporation,United States,USA,"33.234761, -87.508498",operating,1985,0,1200,0,1,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Nucor Steel Brandenburg plant,Nucor Corporation,United States,USA,"37.998380, -86.170030",proposed,2022 (anticipated),0,0,0,1,0,1,0,Not operating,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Outokumpu Alabama steel plant,Outokumpu Oyj,United States,USA,"31.148179, -87.988660",operating,,0,1000,0,1,1,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Liberty Republic Steel Canton plant,Liberty Steel,United States,USA,"40.804114, -81.334002",operating,1886,0,1092,0,1,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Steel Dynamics Butler plant,"Steel Dynamics, Inc (SDI)",United States,USA,"41.370640, -84.917454",operating,1996,0,2900,0,1,1,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Steel Dynamics Columbia City plant,"Steel Dynamics, Inc (SDI)",United States,USA,"41.121613, -85.348602",operating,2002,0,2000,0,1,1,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Steel Dynamics Columbus plant,"Steel Dynamics, Inc (SDI)",United States,USA,"33.447580, -88.572683",operating,2007,0,3400,0,1,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Steel Dynamics Sinton plant,"Steel Dynamics, Inc (SDI)",United States,USA,"28.051820, -97.488040",construction,2021 (anticipated),0,0,0,1,1,1,0,Not operating,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Leggett & Platt Sterling Steel plant,Leggett & Platt Inc.,United States,USA,"41.785971, -89.710947",operating,2003,0,1698,0,1,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Timken Harrison steel plant,TimkenSteel Corporation,United States,USA,"40.778466, -81.396889",operating,1916,0,1111,0,1,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
U.S. Steel Edgar Thomson Plant,United States Steel Corporation,United States,USA,"40.395140, -79.859645",operating,,2600,0,0,0,0,1,0,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
U.S. Steel Fairfield plant,United States Steel Corporation,United States,USA,"33.480697, -86.937854",operating,,0,1600,0,1,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
U.S. Steel Gary Works,United States Steel Corporation,United States,USA,"41.620799, -87.348266",operating,1908,7500,0,0,1,0,1,1,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
U.S. Steel Granite City Works,United States Steel Corporation,United States,USA,"38.695049, -90.136073",operating,,2500,0,0,1,1,1,0,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Uzmetkombinat steel plant,SFI Management Group,Uzbekistan,RoW,"40.233432, 69.290873",proposed,2021 (anticipated),0,0,0,1,1,0,0,Not operating,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Formosa Ha Tinh Steel plant,"Formosa Plastics Corporation 70%, CSC Group 25%, JFE Group 5%",Vietnam,RoW,"18.036333, 106.428271",operating,2008,13000,0,0,1,1,0,0,BAT BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Viet Steel Pomina Steel plant,"Pomina Steel (Viet Steel Production & Trading Co., Ltd. ( Thép Việt Co., Ltd.) 53.28%, Do Thi Kim Ngoc (Đỗ Thị Kim Ngọc) 5.5%, other 41.22%)",Vietnam,RoW,"10.601568, 107.045491",operating,1999,0,1500,0,0,1,0,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Tung Ho Steel plant,Tung Ho Group,Vietnam,RoW,"10.551445, 107.043680",operating,2012,0,1000,0,0,1,0,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Hoa Phat Dung Quat steel plant,Hoa Phat Group,Vietnam,RoW,"15.377680, 108.793321",operating,2017,4000,0,0,0,1,0,0,BAT BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
